,BBL,KBANK,SCB,TMB,CIMBT,PTT,PTTEP,TOP,THAI,SSP,ADVANC,AOT,INTUCH,TRUE,HANA,CPF,MCP,TU,SAWAD,THCOM,STA,SANKO,TKC,TKN,TPIPL,AP,LH,PF,QH,RATCH,FSS,MFC,TISCO,THAI,THREL,BEM,BGRIM,BTS,CGD,EA,BDMS,CHG,GMCO,HQ,KCE,ITD,SLP,SYNTEC,VNG,X1X
2023-11-20,4482998,15621148,1815681,18713426,1210500,11615779,5356377,14767199,4816443,10691054,18925773,14436885,19258413,15239530,4439515,11785935,19209940,8829628,17459612,3144164,15434153,15281216,13191820,11525002,10034218,6998617,1947562,3105931,1124706,12141365,17356723,1791542,1187310,4816443,10608139,10760310,6680734,14316753,12329019,10047714,7751462,8259834,6928860,19879486,6651667,8342036,15004276,14345589,18848871,12544086
2023-11-21,4490163,15624710,1814161,18711438,1207114,11614031,5349875,14760890,4819606,10692522,18931520,14446212,19254255,15228027,4447927,11789164,19219758,8822240,17453065,3144640,15440425,15276428,13192733,11525901,10038783,6993077,1946165,3103642,1126676,12138085,17356969,1793775,1188622,4819606,10608592,10751799,6676114,14316717,12326766,10047443,7750321,8261560,6931919,19882784,6650358,8339336,15019783,14342503,18847744,12543366
2023-11-22,4481636,15620025,1813465,18707332,1210658,11611635,5355815,14760221,4819655,10697879,18941560,14435267,19258393,15243322,4445049,11791138,19224598,8820053,17463713,3144918,15446586,15277233,13192509,11527759,10033311,6997650,1943981,3100501,1126427,12137529,17355894,1793970,1188769,4819655,10609592,10753234,6677932,14310244,12332310,10051972,7753991,8270266,6928887,19869855,6651489,8333422,15019528,14335884,18847957,12542709
2023-11-23,4484539,15611902,1813411,18702415,1207826,11614447,5349658,14758595,4819660,10691580,18933998,14445212,19252390,15239550,4445499,11787416,19226287,8821179,17452412,3142758,15448499,15281003,13187680,11532698,10033002,6997032,1947229,3104820,1128013,12138748,17362514,1794491,1186526,4819660,10618085,10758131,6679634,14317776,12332084,10048203,7757990,8263123,6933409,19883013,6648769,8339661,15011005,14348107,18847781,12550088
2023-11-24,4485581,15618080,1811811,18708638,1208628,11612758,5353334,14764179,4818739,10690961,18934076,14442018,19256715,15238808,4448749,11792510,19210285,8821899,17454082,3145026,15446337,15280621,13199385,11528417,10031086,6997074,1948146,3105555,1124135,12142278,17368385,1792896,1187911,4818739,10607364,10761465,6680137,14313895,12332275,10052156,7749986,8262696,6929604,19874837,6653589,8337902,15020557,14348520,18850582,12546432
2023-11-27,4486503,15615208,1816083,18711518,1210497,11614669,5352514,14758015,4819494,10689683,18932413,14442856,19263059,15242996,4446969,11790072,19216510,8822586,17453911,3144228,15444705,15274829,13195258,11525248,10033721,6998901,1944379,3105474,1124089,12142414,17359067,1793736,1190725,4819494,10606903,10758641,6679514,14320749,12334212,10045544,7753829,8265403,6928145,19885745,6652532,8341606,15023995,14335682,18846326,12542200
2023-11-28,4483928,15618813,1815151,18706195,1208926,11614917,5355434,14754034,4819408,10690945,18927084,14441451,19265235,15237840,4445885,11792885,19214786,8826247,17458611,3142472,15438707,15275065,13195873,11527609,10033872,6993395,1944762,3105045,1122953,12136830,17368086,1791640,1187083,4819408,10605428,10756052,6678938,14306791,12336495,10052835,7751784,8265863,6922430,19871881,6651218,8345454,15020730,14343360,18857833,12545506
2023-11-29,4481336,15623599,1814106,18708433,1209656,11609200,5354312,14767084,4819259,10696337,18932242,14443969,19259828,15239801,4444678,11790783,19218651,8819041,17451650,3142871,15443168,15274184,13195792,11521984,10037906,6994365,1944621,3101229,1124668,12140369,17365349,1792444,1189275,4819259,10605866,10755592,6680747,14309047,12327075,10048505,7755273,8265810,6933080,19879515,6654457,8340297,15015756,14342466,18850897,12542311
2023-11-30,4485978,15625233,1812838,18702660,1210085,11614930,5352329,14759633,4819533,10695998,18929327,14433560,19261241,15236415,4443707,11796035,19226556,8824759,17457061,3145945,15442391,15277306,13193106,11528986,10034745,6997609,1946382,3106089,1126467,12144405,17366416,1792378,1190135,4819533,10606135,10759588,6677394,14311709,12333955,10050804,7754098,8262258,6928863,19880321,6653063,8344611,15020675,14340087,18857519,12538271
2023-12-01,4486487,15612141,1812568,18716053,1208622,11618326,5352373,14755227,4816504,10687061,18928056,14449347,19251545,15243402,4446649,11789836,19213273,8819989,17450713,3143738,15437598,15267362,13201169,11529277,10033555,7000060,1946461,3105704,1125815,12140267,17362224,1793823,1187694,4816504,10605183,10754314,6679589,14314677,12334360,10048170,7751447,8261023,6938356,19876963,6646742,8345476,15017488,14341936,18847712,12544376
2023-12-04,4483736,15616792,1814442,18702740,1209252,11619481,5356622,14760106,4820099,10692944,18939228,14440864,19258851,15235868,4445992,11786860,19213009,8822702,17462463,3143666,15440387,15280833,13198130,11521691,10031663,6993981,1947542,3104088,1124456,12138135,17363731,1794182,1188124,4820099,10607499,10759411,6679441,14314091,12327713,10053119,7754262,8264290,6932101,19875275,6656819,8342487,15017345,14339135,18842587,12545172
2023-12-05,4483094,15622403,1813547,18703843,1210370,11608522,5354340,14761926,4818137,10694541,18937634,14437733,19254764,15227786,4446137,11796350,19210012,8824326,17458441,3145867,15433951,15280890,13199921,11528850,10039400,6996103,1946184,3104883,1125617,12137806,17365748,1792287,1189275,4818137,10608962,10758352,6678533,14319416,12337529,10052585,7760074,8256451,6931689,19880748,6647152,8344773,15007412,14347163,18853050,12540862
2023-12-06,4485993,15617144,1814966,18713705,1207910,11621028,5354584,14755848,4819462,10697680,18928042,14447014,19262082,15237918,4440994,11795936,19216259,8821490,17448206,3144216,15444729,15278820,13187836,11521511,10039707,6993447,1947605,3105101,1125844,12136644,17361571,1794653,1187619,4819462,10609247,10751547,6677869,14314619,12334730,10045383,7749914,8260791,6931283,19877667,6653676,8344321,15018565,14348218,18850183,12541541
2023-12-07,4486790,15615055,1815699,18712682,1208578,11611450,5353431,14758055,4822331,10691561,18930550,14443587,19255634,15231735,4444963,11792449,19220972,8820426,17455579,3144265,15442953,15276840,13193138,11526810,10035791,6996631,1946609,3104763,1124644,12136176,17371795,1793284,1186661,4822331,10604815,10754742,6679986,14323259,12322604,10047702,7750128,8269836,6929670,19876650,6654427,8338268,15005908,14338519,18842291,12544492
2023-12-08,4483898,15620848,1814053,18707012,1210039,11610916,5351137,14760897,4820760,10697352,18930032,14445704,19258435,15233882,4443337,11784855,19214801,8819012,17461624,3142676,15446705,15279776,13189613,11531630,10036876,6993073,1948184,3104988,1122821,12144776,17354045,1791393,1187864,4820760,10606900,10759416,6674296,14307856,12331708,10046025,7749373,8261258,6928311,19879439,6651720,8340441,15024606,14346910,18848915,12539294
2023-12-11,4482290,15614383,1815358,18704496,1209448,11615510,5355937,14759635,4819849,10692877,18931855,14443591,19260364,15234238,4445138,11794752,19212268,8820977,17452769,3143467,15449827,15280690,13196243,11528703,10037583,7000001,1946875,3102389,1125174,12135703,17361791,1794255,1188185,4819849,10611795,10756234,6678888,14314946,12331065,10046658,7750517,8263431,6928244,19887900,6650640,8340341,15013113,14341302,18845851,12542340
2023-12-12,4486883,15620714,1813224,18711723,1208197,11611556,5356858,14753041,4818182,10695991,18938341,14438378,19253576,15243847,4444448,11795572,19220512,8820289,17455341,3144094,15442287,15272009,13198983,11526531,10032820,6990594,1945758,3103273,1126916,12134571,17363760,1794983,1188098,4818182,10608215,10759903,6675366,14312771,12335839,10045761,7757048,8264495,6931930,19888059,6654891,8342593,15011099,14351731,18853900,12546061
2023-12-13,4484542,15619061,1812977,18703169,1211457,11613865,5355130,14760211,4817769,10691572,18918569,14437928,19251326,15239279,4444346,11792550,19212406,8813724,17460631,3142959,15448371,15272237,13195899,11522575,10032462,6995850,1948439,3102749,1125836,12139361,17360367,1791306,1189028,4817769,10608893,10761000,6676673,14318720,12328109,10049191,7754836,8262673,6930128,19881027,6646021,8336598,15017556,14343271,18850825,12538873
2023-12-14,4483906,15622154,1815151,18715646,1209799,11611755,5354178,14760318,4819074,10698093,18933203,14441999,19258681,15232756,4441010,11786912,19213715,8819344,17452165,3141838,15434035,15274001,13198631,11523074,10032128,6994199,1947554,3108319,1126858,12143238,17367135,1795299,1189210,4819074,10611674,10756857,6682053,14312898,12328995,10050747,7749085,8264885,6930515,19876112,6652551,8335605,15003367,14342378,18844526,12548359
2023-12-15,4483590,15625678,1811086,18706516,1209599,11612800,5356023,14762794,4816533,10697393,18927682,14442395,19258776,15246923,4443393,11789563,19216692,8821553,17449189,3144089,15444140,15288013,13196700,11519168,10034137,6991307,1945243,3101919,1125101,12138337,17361658,1792481,1187751,4816533,10606643,10754930,6683382,14317175,12332797,10049514,7753445,8260030,6926657,19875865,6653845,8338064,15015718,14344411,18837984,12542153
2023-12-18,4484631,15627129,1815272,18709323,1207647,11616393,5353054,14763308,4818885,10696032,18924576,14440611,19262731,15230874,4446642,11787866,19216675,8827171,17457796,3145101,15433728,15275133,13189458,11525566,10033874,6992920,1947750,3107232,1125505,12135830,17361856,1794566,1188424,4818885,10609563,10750903,6678198,14318627,12336747,10046847,7751988,8264647,6925926,19884453,6653335,8343478,15015947,14342069,18849772,12541844
2023-12-19,4482905,15623368,1814244,18718414,1209665,11614634,5355208,14759953,4822213,10687809,18925358,14435856,19264138,15233615,4440717,11793133,19214502,8823490,17453979,3141850,15440523,15275856,13198507,11523474,10038408,6996673,1945897,3105248,1127561,12137218,17365644,1793150,1189086,4822213,10609910,10752033,6680383,14318929,12333765,10048417,7751904,8262694,6930924,19886085,6653960,8339873,15010901,14342711,18846615,12541581
2023-12-20,4485301,15623926,1815980,18713430,1210294,11613460,5353857,14765607,4820802,10691586,18928838,14443414,19259947,15240885,4446432,11790339,19212089,8828494,17459998,3144568,15439090,15272668,13189108,11532700,10032906,6998463,1945106,3106568,1123086,12137478,17362706,1792041,1188342,4820802,10611104,10758345,6680218,14320111,12330014,10048338,7751891,8260636,6930783,19874334,6648255,8343136,15013159,14345283,18851679,12538986
2023-12-21,4487517,15623446,1813719,18711152,1206949,11611401,5355350,14763195,4817074,10697792,18931877,14442953,19256736,15238343,4441252,11795744,19217351,8823980,17455691,3145092,15437798,15279690,13201132,11530180,10033506,7004918,1947320,3102842,1126283,12137991,17362592,1794495,1187686,4817074,10604936,10755488,6679242,14311459,12333698,10047242,7753476,8260934,6927422,19882244,6650901,8346498,15016507,14344809,18853915,12536747
2023-12-22,4484308,15619373,1812756,18713214,1209388,11612601,5355421,14762116,4820461,10689157,18929523,14436990,19256996,15233258,4445958,11792250,19218142,8822096,17456800,3143052,15440561,15276308,13188507,11527670,10034486,6997579,1946270,3102403,1126394,12142741,17366830,1794173,1188808,4820461,10607937,10763665,6679881,14322516,12326284,10052166,7755253,8261959,6929294,19877596,6652400,8344936,15012478,14343920,18856676,12538882
2023-12-25,4484350,15618665,1813125,18720845,1208426,11609002,5357154,14755255,4822803,10698950,18929290,14438437,19256421,15237546,4449393,11792862,19219937,8825679,17456062,3142957,15438223,15272291,13197382,11525907,10038200,6992788,1948445,3103712,1124809,12139669,17359922,1793299,1188698,4822803,10609639,10758220,6681738,14315752,12331183,10044476,7751954,8266901,6925255,19886181,6650807,8338178,15014810,14345193,18853765,12544293
2023-12-26,4483515,15618364,1815088,18710271,1207777,11613688,5352534,14761077,4819458,10695299,18934486,14447597,19257274,15240051,4447076,11793257,19214309,8827770,17450547,3143871,15445569,15280236,13191637,11526255,10032807,6998099,1943614,3105697,1125873,12132295,17360708,1793605,1188481,4819458,10605319,10757757,6678817,14316322,12334685,10043124,7754245,8266868,6931205,19884038,6651435,8342335,15013940,14346402,18849940,12538648
2023-12-27,4486374,15620723,1814329,18705593,1209634,11614528,5352679,14759298,4818595,10692667,18934469,14441100,19247675,15236855,4443222,11791310,19219252,8822541,17456333,3144368,15442836,15273055,13194792,11525066,10039814,6996970,1947627,3103769,1127018,12142105,17359641,1793480,1190812,4818595,10610717,10757184,6676203,14316171,12326850,10046259,7748476,8259593,6926206,19882827,6649868,8343556,15011664,14346235,18848343,12540429
2023-12-28,4484662,15622584,1814775,18713722,1207500,11618593,5353995,14758588,4818311,10697986,18934267,14440856,19255969,15237661,4444894,11794558,19213167,8824744,17448276,3146783,15448331,15276000,13200489,11533375,10038223,6997256,1947356,3104345,1124407,12139330,17359058,1791144,1188109,4818311,10610395,10761554,6678855,14309058,12328520,10046111,7746923,8263941,6936342,19877026,6653534,8344069,15016183,14344209,18853447,12543197
2023-12-29,4484897,15616981,1813579,18699795,1210656,11618267,5355015,14761710,4821036,10695217,18927554,14446087,19261285,15239621,4444504,11791050,19215481,8826969,17445402,3142607,15445817,15278834,13192507,11529259,10036135,6998894,1947306,3103091,1124974,12144556,17365193,1795544,1187972,4821036,10602897,10762240,6674483,14313705,12333781,10044128,7749995,8268199,6931997,19887681,6654317,8337419,15017374,14339068,18855342,12538553
2024-01-01,4485627,15619099,1812180,18707050,1211411,11615346,5352411,14766651,4823759,10701159,18926021,14448768,19256582,15235882,4444576,11794560,19211378,8826823,17454995,3142892,15441801,15278169,13196847,11522370,10036296,7002783,1945947,3105053,1124948,12140456,17352200,1793478,1190138,4823759,10610526,10758732,6675505,14316847,12332098,10046273,7755015,8271261,6926211,19878349,6650848,8344338,15017240,14337464,18849703,12545183
2024-01-02,4483261,15620759,1815467,18714655,1210574,11616050,5352228,14757606,4816251,10695535,18932827,14447022,19258934,15234355,4443553,11796418,19220251,8823205,17452672,3145939,15440320,15281762,13198513,11531247,10034308,6992466,1943993,3103567,1125632,12145636,17365006,1791390,1188030,4816251,10607148,10754636,6677291,14319807,12328924,10049276,7749372,8264753,6931453,19884890,6648813,8343859,15015547,14346083,18851220,12540748
2024-01-03,4483687,15613509,1813692,18707294,1209900,11611454,5356466,14754839,4821376,10685093,18933230,14442388,19255298,15240963,4445359,11788804,19221834,8819639,17447148,3145022,15445916,15277048,13190139,11526470,10035636,6996034,1947244,3104596,1124731,12134365,17358811,1793530,1188095,4821376,10607221,10757370,6675409,14315122,12331863,10048659,7751212,8263912,6930159,19878088,6655172,8339728,15013697,14340218,18848217,12543551
2024-01-04,4482099,15616737,1814957,18711022,1209393,11618107,5358285,14763148,4822654,10698132,18922580,14439653,19254039,15234230,4445165,11796371,19217235,8822529,17453484,3145756,15446358,15274394,13185556,11527586,10030133,6996794,1945929,3104931,1124870,12140166,17360145,1793527,1186853,4822654,10609325,10757225,6680078,14320206,12334957,10045017,7754284,8264251,6929060,19888159,6652415,8338329,15014328,14334912,18856466,12544202
2024-01-05,4485909,15622976,1815346,18702823,1209232,11611076,5357598,14755282,4821764,10696794,18930472,14435407,19254784,15236134,4445802,11785074,19218189,8819057,17459050,3142516,15443645,15280550,13193187,11526438,10039788,6997886,1947838,3104574,1125141,12140058,17361266,1794764,1186597,4821764,10609162,10757814,6680778,14314458,12335873,10049454,7755581,8267658,6930217,19880009,6654866,8339749,15020573,14341659,18849297,12541216
2024-01-08,4487388,15618097,1813026,18711223,1208669,11615070,5353692,14757764,4819770,10697600,18928817,14438587,19249621,15234995,4445354,11790620,19220873,8821474,17457885,3146769,15433838,15281778,13190972,11522862,10029388,6998370,1947259,3100906,1124793,12150853,17361991,1794351,1187985,4819770,10610125,10763586,6677629,14314351,12325334,10042920,7759411,8265883,6930205,19884202,6649879,8341631,15014785,14342149,18852331,12540309
2024-01-09,4483749,15619257,1813116,18720314,1210270,11617274,5362438,14753311,4822093,10696846,18929020,14439601,19267552,15239170,4443295,11801778,19215490,8823266,17459324,3143387,15440786,15278456,13193897,11530233,10035181,6992246,1945368,3104620,1127007,12134286,17361065,1791763,1188678,4822093,10609311,10757896,6675582,14314829,12329994,10049380,7756024,8268939,6930783,19881881,6652010,8344007,15014741,14339337,18857211,12536264
2024-01-10,4484842,15618345,1814232,18711940,1209783,11614564,5354660,14769454,4818174,10700246,18931120,14441722,19260879,15234195,4443409,11800950,19213676,8825642,17451176,3145888,15445437,15271672,13198004,11531848,10034509,6996613,1947584,3103019,1124630,12136745,17369324,1793413,1189037,4818174,10608422,10754983,6676380,14317621,12331456,10048244,7753145,8267427,6931390,19882455,6651953,8341386,15017383,14334325,18841469,12544488
2024-01-11,4483596,15620057,1814910,18703039,1210094,11611307,5354012,14765712,4821006,10693060,18933747,14439183,19266079,15238435,4439955,11788532,19219145,8819268,17449448,3144804,15443234,15274171,13196010,11528453,10037173,6996053,1945063,3106864,1124788,12136330,17363934,1794289,1188151,4821006,10609754,10760319,6677998,14315137,12330302,10044290,7750752,8266259,6928624,19882523,6649978,8345395,15012166,14328530,18844759,12540470
2024-01-12,4486429,15623686,1814953,18708127,1208281,11615974,5355963,14763368,4820187,10695951,18922499,14446575,19251680,15233395,4444773,11791588,19213891,8819653,17453072,3145118,15443780,15273962,13194634,11523730,10036150,6999497,1948017,3104847,1126722,12136858,17360438,1790825,1189216,4820187,10607034,10758548,6683114,14315767,12329345,10046135,7752464,8262043,6936147,19881585,6651738,8338884,15014085,14342045,18848989,12548316
2024-01-15,4482778,15621111,1813470,18707529,1209013,11615687,5351935,14767977,4818538,10700028,18934083,14440622,19262386,15238745,4447709,11794355,19222591,8826690,17460064,3145110,15443523,15281190,13193746,11524362,10031870,6996528,1946182,3101515,1126330,12137046,17367968,1792894,1187854,4818538,10604612,10763290,6678448,14313288,12332500,10047874,7753131,8265493,6929563,19879107,6652559,8345183,15014923,14339971,18845855,12548857
2024-01-16,4487203,15620233,1813653,18706346,1208979,11617593,5351525,14756882,4816490,10696416,18929649,14441362,19264376,15237604,4443968,11789457,19216834,8820074,17450713,3145640,15436619,15274721,13195984,11526659,10035178,6997617,1945777,3103934,1125949,12135788,17362564,1793862,1190149,4816490,10612819,10759259,6678946,14319271,12329919,10050849,7753253,8267695,6926091,19879691,6656901,8341269,15012944,14339342,18842724,12544430
2024-01-17,4486424,15625541,1814487,18717954,1211254,11617536,5355495,14753892,4816549,10689800,18936491,14438468,19254872,15238402,4443831,11793627,19216369,8821746,17456933,3146218,15435678,15275570,13196112,11529780,10036470,6998356,1944997,3104512,1125742,12142616,17362524,1792800,1188861,4816549,10607208,10752611,6675553,14309995,12333089,10041304,7757087,8265160,6933361,19875777,6648597,8346820,15017225,14338455,18847287,12542988
2024-01-18,4480467,15617355,1814535,18717631,1208994,11613182,5351996,14763426,4819057,10693676,18926378,14436848,19251438,15242242,4445071,11787189,19213250,8823047,17452342,3142815,15444981,15280130,13193516,11533238,10034601,6996055,1946951,3105465,1126169,12139163,17368218,1792760,1189961,4819057,10604976,10760233,6679281,14316943,12325666,10049053,7752712,8265823,6926767,19875005,6650654,8341458,15014308,14344158,18850466,12546951
2024-01-19,4481466,15613439,1814163,18713222,1206405,11612927,5356226,14756282,4818710,10691489,18929289,14445206,19261613,15238978,4446006,11788172,19225139,8817965,17460252,3146713,15438134,15282851,13190351,11529974,10034346,6994450,1946218,3099819,1124297,12140711,17360048,1793996,1190044,4818710,10605645,10760047,6679670,14314471,12329082,10048231,7752831,8263698,6927474,19885352,6652819,8338995,15015544,14341424,18856829,12537807
2024-01-22,4482064,15622339,1813418,18703313,1211252,11617623,5355596,14761852,4815687,10698294,18928718,14443451,19259457,15236776,4444824,11789634,19212941,8824284,17455473,3141563,15435410,15277412,13195415,11522246,10033894,6995868,1945983,3101428,1127058,12136716,17361475,1792745,1189169,4815687,10610376,10754028,6682139,14313536,12331363,10049081,7750467,8268539,6924595,19876555,6650458,8342553,15023800,14335829,18849893,12541944
2024-01-23,4486302,15615237,1810512,18707598,1209093,11612321,5354251,14762911,4820084,10695149,18931455,14443580,19246527,15236446,4442214,11785991,19219460,8820746,17455139,3142642,15436436,15272234,13189584,11533544,10032770,6997947,1944461,3103279,1125748,12134681,17364735,1795041,1187165,4820084,10606396,10757378,6676716,14324560,12332826,10052477,7751939,8265475,6936340,19884632,6650026,8341103,15014647,14337125,18849806,12540026
2024-01-24,4485588,15618245,1814591,18708758,1207748,11613212,5356989,14752440,4819563,10694352,18931468,14439808,19258626,15232499,4444969,11793565,19220146,8824991,17448000,3144619,15447083,15272690,13192344,11521811,10039504,6998249,1945314,3103704,1125553,12134763,17353033,1793576,1188710,4819563,10609166,10762009,6680401,14320306,12328687,10047753,7754078,8261092,6933550,19883072,6652863,8351257,15012001,14337325,18851168,12546155
2024-01-25,4481133,15620465,1815240,18710275,1208891,11609404,5358103,14756458,4818899,10692799,18929376,14437695,19261955,15235855,4441892,11786363,19216453,8821476,17455934,3144189,15442910,15279967,13189076,11522539,10036298,6997544,1946286,3104843,1125604,12138180,17359224,1794347,1188431,4818899,10608043,10759051,6680778,14319334,12333329,10051455,7753487,8268042,6929530,19878824,6652854,8341117,15015619,14339087,18846745,12544345
2024-01-26,4487448,15619714,1814048,18712244,1210248,11614283,5354240,14758144,4819126,10694874,18930772,14441282,19260824,15237175,4443924,11787025,19216010,8822420,17456638,3142327,15439168,15279485,13196276,11526967,10030247,6999004,1946701,3105901,1126745,12139148,17357805,1791800,1188229,4819126,10611478,10762547,6682643,14315675,12331454,10049671,7754039,8260821,6929062,19881694,6652544,8340617,15015280,14334605,18848985,12539988
2024-01-29,4484553,15616482,1814311,18705218,1208906,11611500,5349605,14768155,4821607,10697718,18929250,14439664,19264852,15236185,4441168,11795108,19216050,8819895,17454862,3143818,15438300,15274741,13195883,11523529,10043440,6990159,1947171,3101518,1122919,12142794,17358629,1792312,1187718,4821607,10602032,10761694,6676199,14312951,12325808,10048502,7756692,8268259,6933304,19885299,6646766,8346872,15014847,14341208,18848840,12548262
2024-01-30,4485167,15622634,1814849,18706258,1210310,11614554,5349097,14761773,4816775,10698707,18930448,14447782,19253561,15237265,4445575,11794335,19217681,8821441,17450780,3146497,15436853,15280965,13196389,11525891,10032170,6997032,1945334,3106327,1126351,12143218,17359666,1793825,1189639,4816775,10612275,10755190,6676114,14310616,12337853,10048432,7753636,8265557,6928371,19888639,6648652,8339369,15021958,14340926,18850803,12542953
2024-01-31,4483669,15619772,1814419,18707001,1209691,11612293,5356849,14763143,4814733,10698291,18937075,14440930,19244313,15236545,4446020,11796348,19224641,8822294,17449029,3137899,15443060,15274362,13194262,11522276,10034657,6991331,1943470,3105400,1124710,12138573,17364840,1793457,1188739,4814733,10609999,10763155,6679330,14314263,12329819,10057370,7751608,8262660,6933809,19875766,6650466,8341697,15021930,14341594,18857595,12542718
2024-02-01,4482420,15621823,1814321,18709571,1209181,11612929,5353860,14760447,4820152,10691838,18931093,14439892,19257726,15235101,4441221,11795684,19219843,8829974,17457697,3142567,15433043,15282924,13193195,11532682,10031083,6996025,1947296,3107168,1123866,12144496,17367772,1794587,1189500,4820152,10604402,10748896,6673981,14308092,12328819,10045652,7751165,8265287,6928954,19882178,6652380,8339421,15015806,14341510,18846761,12537372
2024-02-02,4486277,15621200,1814714,18708358,1210209,11610666,5352556,14756766,4821298,10694557,18933935,14440656,19261799,15240786,4441737,11785330,19222151,8821589,17458631,3143694,15439709,15276369,13196233,11524444,10033936,6993278,1945584,3103767,1128498,12137092,17360891,1794015,1187063,4821298,10611379,10753693,6680960,14315526,12330905,10047314,7750323,8262512,6927331,19882445,6646434,8345205,15013349,14339903,18845809,12542441
2024-02-05,4483783,15620394,1814599,18704711,1210079,11611850,5350740,14756549,4822874,10695767,18932271,14443042,19251551,15234508,4445521,11790794,19215758,8823137,17451693,3141949,15441945,15274213,13192119,11531044,10038371,7004640,1946834,3104135,1125576,12134936,17362913,1791129,1189965,4822874,10609532,10753937,6677505,14312863,12326664,10046085,7753643,8265721,6932359,19880902,6650196,8344566,15019983,14337504,18848289,12544996
2024-02-06,4484255,15626327,1814642,18703168,1212078,11612492,5351939,14767225,4818814,10693338,18935473,14441093,19254091,15235456,4445592,11789507,19216681,8824752,17457003,3140089,15442527,15278291,13203858,11528728,10034238,6994630,1945820,3104326,1125811,12134464,17362543,1795100,1189985,4818814,10609373,10755434,6679089,14320031,12332334,10052412,7753667,8268090,6928229,19881771,6652145,8339932,15015524,14343098,18843777,12544085
2024-02-07,4485278,15621490,1814578,18711625,1209256,11612752,5355077,14761830,4820896,10699049,18935480,14443732,19256008,15238794,4443198,11791924,19216719,8825919,17451604,3142525,15442626,15279043,13196031,11530517,10036164,6998927,1945713,3104717,1124023,12137650,17358443,1792508,1188864,4820896,10611763,10755774,6676318,14311280,12330564,10056344,7753673,8265652,6930184,19880044,6651117,8344744,15012527,14346601,18853460,12542841
2024-02-08,4484971,15614376,1816945,18699967,1210134,11614956,5355757,14767808,4820511,10691164,18934924,14442511,19255363,15236497,4441041,11790745,19219816,8824515,17454700,3144657,15436978,15279398,13193284,11530716,10034898,6998325,1945763,3102712,1125764,12142681,17360615,1791235,1187697,4820511,10610541,10762167,6680947,14315210,12331045,10045909,7752156,8269185,6928227,19881012,6649365,8339939,15013523,14343985,18853601,12544729
2024-02-09,4486738,15620282,1813813,18704613,1212199,11616742,5354596,14758932,4816767,10694048,18932005,14440052,19259969,15238244,4443584,11789705,19213555,8823226,17444452,3142200,15437108,15278785,13198763,11525025,10031487,6997016,1944680,3101898,1126433,12140029,17365887,1793746,1189856,4816767,10609486,10749872,6677938,14313668,12334969,10054336,7755204,8260377,6931577,19878424,6651464,8339976,15017479,14336966,18845339,12548207
2024-02-12,4483193,15619616,1811579,18708990,1211100,11616910,5353641,14758597,4817517,10692320,18927698,14439829,19260265,15238060,4442716,11791303,19223811,8825618,17456029,3143366,15442755,15277027,13188348,11528686,10038008,6994519,1945019,3103699,1123838,12143048,17362627,1793234,1188570,4817517,10611501,10760683,6675549,14317374,12328337,10044251,7753101,8258593,6932903,19878601,6650634,8334992,15020919,14344121,18849367,12538477
2024-02-13,4483662,15627148,1814259,18713802,1208181,11612494,5350436,14762621,4818671,10692176,18930156,14440895,19249553,15239813,4443489,11793026,19212408,8825427,17452795,3143523,15445093,15274042,13195957,11523193,10032844,6994338,1947645,3103002,1124737,12143057,17366184,1792535,1189269,4818671,10604812,10751964,6680231,14314626,12335140,10049723,7753974,8265072,6933992,19879593,6649557,8343992,15017527,14347505,18858372,12545991
2024-02-14,4484964,15625291,1813739,18708594,1210053,11611621,5353439,14768228,4816967,10695173,18935075,14445987,19257687,15240003,4439138,11791266,19218821,8821536,17455515,3142858,15441020,15277103,13194652,11525686,10029808,7000961,1945716,3103720,1123320,12139472,17355258,1793970,1188160,4816967,10604633,10756504,6679275,14313265,12327644,10049244,7752439,8259522,6929258,19883935,6647270,8338464,15013946,14340523,18852629,12541802
2024-02-15,4485874,15607191,1813295,18710508,1208082,11615745,5350334,14759746,4816952,10694495,18922502,14441320,19251232,15232751,4443244,11794863,19222846,8816754,17457042,3145973,15437492,15274756,13190924,11523697,10038847,6997934,1948534,3106530,1123003,12145365,17366326,1792804,1188392,4816952,10602501,10754941,6676467,14316818,12333537,10056557,7750952,8263699,6929674,19882452,6655816,8344970,15010790,14343596,18850402,12545648
2024-02-16,4480712,15618414,1813663,18709687,1210864,11618948,5355473,14764638,4814636,10697180,18935745,14442935,19257344,15245420,4446310,11796291,19217590,8818811,17450916,3141961,15448888,15282505,13189778,11531932,10035484,6995774,1946679,3105185,1124564,12142612,17357084,1789671,1188641,4814636,10606533,10759493,6675815,14318257,12334933,10040834,7753007,8264403,6929670,19875355,6654768,8342360,15021711,14344847,18850242,12543472
2024-02-19,4484953,15620114,1816437,18710310,1210296,11606675,5357008,14758250,4812862,10693713,18930728,14443329,19263998,15240942,4444658,11786281,19214284,8828063,17450124,3140228,15441844,15275803,13197239,11526473,10029992,6998294,1949104,3105171,1125238,12139407,17360916,1792604,1187426,4812862,10611810,10756122,6678621,14321086,12338060,10050555,7751846,8265097,6931052,19879540,6656896,8344965,15016274,14340174,18853623,12544282
